movieName,Year,Director,genre,Rating,Duration,Plot
Criss Cross,1949,Robert Siodmak,"Crime, Drama, Film-Noir            ",7.4,84 min,An armored truck driver and his ex-wife conspire with a gang to have his own truck robbed on the route.
Snow White and the Seven Dwarfs,1937,William Cottrell,"Animation, Adventure, Family            ",7.6,83 min,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household."
If Beale Street Could Talk,2018,Barry Jenkins,"Drama, Romance            ",7.1,119 min,A young woman embraces her pregnancy while she and her family set out to prove her childhood friend and lover innocent of a crime he didn't commit.
Gavagai,2016,Rob Tregenza,Drama            ,6.5,90 min,"A German businessman travels to Norway to finish the impossible translation of some poems into Chinese, a project of his late wife."
Seto Surya,2016,Deepak Rauniyar,"Adventure, Drama            ",7.1,89 min,"Anti-regime partisan Chandra confronts physical, social and political obstacles for his father's funeral. His search for a solution takes him to neighboring mountain villages and encounters with the police and rebel guerrillas. A portrait of post-civil war Nepal during the fragile deadlocked peace process."
Superman,1978,Richard Donner,"Action, Adventure, Sci-Fi            ",7.4,143 min,"An alien orphan is sent from his dying planet to Earth, where he grows up to become his adoptive home's first and greatest superhero."
Battleground,1949,William A. Wellman,"Action, Drama, History            ",7.4,118 min,"True tale about a squad of the 101st Airborne Division coping with being trapped by the Germans in the besieged city of Bastogne, Belgium during the Battle of the Bulge in December of 1944."
Looper,2012,Rian Johnson,"Action, Drama, Sci-Fi            ",7.4,119 min,"In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination."
Lu bian ye can,2015,Bi Gan,"Drama, Mystery            ",7.2,113 min,"While travelling the countryside to locate his nephew, a small town doctor finds himself interacting with people from his past and future."
Les perles de la couronne,1937,Christian-Jaque,"Comedy, History            ",6.9,118 min,"Three narrators (French writer Jean Martin, an English royal equerry, and a papal chamberlain) tell the story of seven matched pearls, four of them now in the British Crown. Episodes whirl ...                See full summary »"
Shaun the Sheep Movie,2015,Mark Burton,"Animation, Adventure, Comedy            ",7.3,85 min,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home."
Starred Up,2013,David Mackenzie,"Crime, Drama            ",7.3,106 min,"Eric Love, 19, is locked up in prison. On his first day, he assaults another inmate and several guards. He's offered group therapy and his dad, an inmate as well, tries to talk sense into him. Can he be rehabilitated?"
Krisha,2015,Trey Edward Shults,Drama            ,7.1,83 min,"Krisha returns for Thanksgiving dinner after ten years away from her family, but past demons threaten to ruin the festivities."
Le amiche,1955,Michelangelo Antonioni,"Drama, Romance            ",7.1,104 min,A young woman returns to her hometown of Turin to set up a new fashion salon and gets involved with a troubled woman and her three wealthy friends.
Heidi,2015,Alain Gsponer,"Drama, Family            ",7.4,111 min,A story of a young girl who lives in the Swiss Alps with her goat herding Grandfather.
Toni Erdmann,2016,Maren Ade,"Comedy, Drama            ",7.3,162 min,A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.
Sweet Sixteen,I) (2002,Ken Loach,"Crime, Drama            ",7.4,106 min,"Determined to have a normal family life once his mother gets out of prison, a Scottish teenager from a tough background sets out to raise the money for a home."
Mudbound,2017,Dee Rees,"Drama, War            ",7.4,134 min,"Two men return home from World War II to work on a farm in rural Mississippi, where they struggle to deal with racism and adjusting to life after war."
Picnic at Hanging Rock,1975,Peter Weir,"Drama, Mystery            ",7.4,115 min,"During a rural summer picnic, a few students and a teacher from an Australian girls' school vanish without a trace. Their absence frustrates and haunts the people left behind."
A Room with a View,1985,James Ivory,"Drama, Romance            ",7.2,117 min,"Lucy Honeychurch (Helena Bonham Carter) shares a brief romance with George Emerson in Florence. Yet as she tries to move on with her life and look for marriage elsewhere, can she truly forget the events of that summer?"
The Regeneration,1915,Raoul Walsh,"Biography, Crime, Drama            ",6.8,72 min,A boy surrounded by violence grows up to become an infamous gangster.
The Chronicle History of King Henry the Fifth with His Battell Fought at Agincourt in France,1944,Laurence Olivier,"Biography, Drama, History            ",7,137 min,"In the midst of the Hundred Years' War, the young King Henry V of England embarks on the conquest of France in 1415."
On Dangerous Ground,1951,Nicholas Ray,"Drama, Film-Noir            ",7.2,82 min,"Rough city cop Jim Wilson is disciplined by his captain and is sent upstate, to a snowy mountain town, to help the local sheriff solve a murder case."
Salvatore Giuliano,1962,Francesco Rosi,"Crime, Drama, History            ",7.3,123 min,"The unclear and complicated twists between governal powers, independentist party and Mafia in the Sicily of the '40s culminate with the death of Salvatore Giuliano."
La femme du boulanger,1938,Marcel Pagnol,"Comedy, Drama            ",7.5,133 min,"A small village rejoices at the arrival of a new baker. But when his young wife runs off with another man, he is unable to keep baking and the village is thrown into disarray."
American Graffiti,1973,George Lucas,"Comedy, Drama            ",7.4,110 min,A group of teenagers in California's central valley spend one final night after their 1962 high school graduation cruising the strip with their buddies before they pursue their varying goals.
La Telenovela Errante,2017,Raúl Ruiz,"Comedy, Drama, Fantasy            ",6.5,80 min,"The film revolves around the concept of soap opera. Its structure is based on the assumption that Chilean reality does not exist, but rather is an ensemble of soap operas."
P'tit Quinquin,2014,Alane Delhaye,"Comedy, Crime, Mystery            ",7.3,206 min,A murder mystery that opens with the discovery of human body parts stuffed inside a cow on the outskirts of a small channel town in northern France.
Point Blank,1967,John Boorman,"Crime, Drama, Thriller            ",7.3,92 min,"After being double-crossed and left for dead, a mysterious man named Walker single-mindedly tries to retrieve the money that was stolen from him."
Le carrosse d'or,1952,Jean Renoir,"Comedy, Drama, History            ",7,103 min,"Three men of varying social standing - a viceroy, a bullfighter, and a soldier - vie for the affections of an actress in 18th-century Peru."
San zimei,2012,Wang Bing,Documentary            ,7.3,153 min,"Three young sisters live and work in extreme poverty in the harsh environment of Yunnan, a province on the Sino Burmese border area of China."
American Hustle,2013,David O. Russell,"Crime, Drama            ",7.2,138 min,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia."
Bacalaureat,2016,Cristian Mungiu,"Crime, Drama            ",7.3,128 min,A film about compromises and the implications of the parent's role.
Ashug-Karibi,1988,Sergei Parajanov,Drama            ,7.2,73 min,A talented but poor minstrel is forced to wander throughout the world because of impossibility to be with his true love - a rich merchant's daughter.
Lucky,I) (2017,John Carroll Lynch,"Comedy, Drama, Western            ",7.3,88 min,Lucky follows the spiritual journey of a 90-year-old atheist and the quirky characters that inhabit his off the map desert town.
Cinderella,1950,Clyde Geronimi,"Animation, Family, Fantasy            ",7.3,74 min,"When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq and from her Fairy Godmother."
Az én XX. századom,1989,Ildikó Enyedi,"Comedy, Drama, Sci-Fi            ",7.1,102 min,"Two twin sisters, who grew up separately, Dóra, a pseudo-aristocrat, and Lili, an anarchist bomber, are reunited through Z, a mysterious traveller of the luxurious Orient-Express."
Morocco,1930,Josef von Sternberg,"Drama, Romance            ",7,92 min,"A cabaret singer and a Legionnaire fall in love, but their relationship is complicated by the results of his womanizing and the appearance of a rich man who wants her for himself."
The Death of Stalin,2017,Armando Iannucci,"Comedy, Drama, History            ",7.2,107 min,"Moscow, 1953. After being in power for nearly 30 years, Soviet dictator, Joseph Vissarionovich Stalin, takes ill and quickly dies. Now the members of the Council of Ministers scramble for power."
Animal Kingdom,2010,David Michôd,"Crime, Drama, Thriller            ",7.2,113 min,A seventeen-year-old navigates his survival amongst an explosive criminal family and the detective who thinks he can save him.
